,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.36288088642659283,0.034444444444444444,0.0,0.7139744333113757,0.6565656565656566,0.005438701498235015,0.23629242819843344,0.0332,0.06060606060606061,0.5670604586518416,0.6565656565656566,0.0,0.6195652173913043,0.6035087719298246,0.5052742616033755,0.48792270531400966
1,0.37396121883656513,0.035555555555555556,0.0,0.736451104804538,0.6262626262626263,0.002318753151760509,0.22976501305483032,0.0344,0.5858585858585859,0.5684503127171647,0.6262626262626263,0.0,0.6304347826086957,0.6105263157894736,0.5021097046413502,0.4830917874396135
2,0.3698060941828255,0.03666666666666667,0.0,0.7334026847166463,0.6464646464646465,0.002026552551335404,0.2232375979112272,0.0356,0.6262626262626263,0.5649756775538569,0.6464646464646465,0.0,0.6376811594202898,0.6175438596491227,0.4957805907172996,0.4782608695652174
3,0.37534626038781166,0.03833333333333333,0.0,0.07831344776777048,0.6767676767676768,0.013134888280399467,0.21671018276762405,0.037200000000000004,0.6767676767676768,0.592077831827658,0.6767676767676768,0.0,0.644927536231884,0.6280701754385964,0.48839662447257387,0.4734299516908213
4,0.3795013850415513,0.03944444444444444,0.0,0.7108839675399029,0.686868686868687,0.014200006598078074,0.21148825065274152,0.0388,0.686868686868687,0.546907574704656,0.686868686868687,0.0,0.6557971014492754,0.6350877192982456,0.4789029535864979,0.45893719806763283
5,0.3850415512465374,0.04111111111111111,0.0,0.7981107119861771,0.6666666666666667,0.009373983778153764,0.20496083550913838,0.0408,0.6666666666666667,0.6393328700486449,0.6666666666666667,0.0,0.6630434782608695,0.6421052631578946,0.47257383966244726,0.4444444444444444
6,0.3878116343490305,0.042777777777777776,0.0,0.5685604037923923,0.6363636363636365,0.01348364383574556,0.19843342036553524,0.0424,0.6363636363636365,0.6546212647671995,0.6363636363636365,0.0,0.6702898550724639,0.6526315789473683,0.4578059071729958,0.42995169082125606
7,0.3961218836565097,0.044444444444444446,0.0011198208286674134,0.25916692959730353,0.6464646464646465,0.007535947743221654,0.1919060052219321,0.044000000000000004,0.6464646464646465,0.5788742182070883,0.6464646464646465,0.0,0.677536231884058,0.6596491228070175,0.45675105485232065,0.42028985507246375
8,0.407202216066482,0.04555555555555556,0.0005599104143337066,0.10928189624970998,0.6363636363636365,0.005377433630403944,0.185378590078329,0.045200000000000004,0.6363636363636365,0.46768589298123703,0.6363636363636365,0.0,0.6847826086956522,0.6666666666666666,0.43776371308016876,0.4057971014492754
9,0.407202216066482,0.04666666666666667,0.0011198208286674134,0.17199900701858695,0.6464646464646465,0.009378696691063846,0.17885117493472585,0.046400000000000004,0.5858585858585859,0.5163307852675469,0.5858585858585859,0.0,0.6920289855072463,0.6736842105263158,0.4272151898734177,0.3913043478260869
10,0.40166204986149584,0.04722222222222222,0.0005599104143337066,0.13909430594210356,0.6666666666666667,0.006107935131466706,0.17232375979112272,0.0472,0.5858585858585859,0.6045865184155663,0.5858585858585859,0.0,0.6956521739130435,0.6807017543859648,0.4177215189873418,0.3816425120772947
11,0.40443213296398894,0.04833333333333333,0.0005599104143337066,0.15321349646111398,0.6767676767676768,0.002196217416098368,0.1671018276762402,0.048,0.05050505050505051,0.6108408617095205,0.05050505050505051,0.0,0.7028985507246377,0.687719298245614,0.40189873417721517,0.32850241545893716
12,0.407202216066482,0.04833333333333333,0.0,0.11107382077478081,0.6565656565656566,0.003760904502245703,0.1618798955613577,0.0488,0.4141414141414142,0.6129256428075053,0.4141414141414142,0.0,0.7101449275362318,0.6947368421052631,0.39345991561181437,0.3140096618357488
13,0.0027700831024930752,0.04888888888888889,0.0,0.1691526439642218,0.6464646464646465,0.011716301494464685,0.1566579634464752,0.0488,0.36363636363636365,0.5392633773453788,0.36363636363636365,0.0,0.717391304347826,0.0736842105263158,0.359704641350211,0.2995169082125604
14,0.4362880886426593,0.04888888888888889,0.0,0.010592207408764126,0.6363636363636365,0.04129454291814142,0.1514360313315927,0.0488,0.3535353535353536,0.5420430854760251,0.33333333333333337,0.0,0.07246376811594203,0.08070175438596491,0.35864978902953587,0.28502415458937197
15,0.44321329639889195,0.04888888888888889,0.0,0.00010442191653499866,0.6262626262626263,0.03078474712865781,0.14621409921671016,0.0488,0.24242424242424243,0.5698401667824878,0.24242424242424243,0.0,0.07971014492753623,0.08421052631578947,0.3565400843881857,0.26570048309178745
16,0.10110803324099724,0.0,0.25699888017917133,0.36557850455688506,1.0,0.0,0.7441253263707572,0.0,1.0,0.41695621959694235,1.0,0.0,0.03985507246376811,0.042105263157894736,0.8037974683544303,0.6859903381642511
17,0.009695290858725761,0.0,0.251959686450168,0.4294577558844175,0.98989898989899,0.0,0.7336814621409923,0.0004,0.98989898989899,0.4086170952050035,0.98989898989899,0.0,0.03985507246376811,0.042105263157894736,0.8027426160337553,0.6859903381642511
18,0.1149584487534626,0.0,0.26595744680851063,0.43158918485806574,1.0,0.0,0.7245430809399479,0.0004,1.0,0.39332870048644897,1.0,0.0,0.043478260869565216,0.045614035087719294,0.8006329113924051,0.6859903381642511
19,0.11772853185595568,0.0,0.28723404255319146,0.4131250933046584,1.0,4.241621619074101e-05,0.7154046997389034,0.0004,1.0,0.38846421125781794,1.0,0.0,0.043478260869565216,0.045614035087719294,0.7932489451476793,0.6859903381642511
20,0.12049861495844875,0.0,0.30011198208286677,0.0004377845298860738,1.0,0.00013196156148230539,0.7062663185378592,0.0004,1.0,0.3968033356497568,1.0,0.0,0.04710144927536231,0.04912280701754386,0.7784810126582279,0.6425120772946861
21,0.12465373961218836,0.0005555555555555556,0.2950727883538634,0.4189188697661857,1.0,4.712912910082335e-05,0.6958224543080941,0.0004,1.0,0.3710910354412787,1.0,0.0,0.04710144927536231,0.04912280701754386,0.7647679324894514,0.6038647342995169
22,0.12465373961218836,0.0005555555555555556,0.3236282194848824,0.3486312612991026,0.98989898989899,0.0,0.6853785900783291,0.0004,0.98989898989899,0.40236275191104937,0.98989898989899,0.0,0.050724637681159424,0.052631578947368425,0.760548523206751,0.5893719806763285
23,0.0,0.0005555555555555556,0.3135498320268757,0.36682601899910483,1.0,0.0,0.6736292428198435,0.0004,1.0,0.40792216817234195,1.0,0.0,0.05434782608695653,0.052631578947368425,0.7521097046413502,0.5797101449275363
